0.000000000000000000e+00 0.000000000000000000e+00 1.485721372862460044e+01 0.000000000000000000e+00 1.268654899013572646e+01 0.000000000000000000e+00 1.458458756015971325e+01 1.594144082912049853e+01 0.000000000000000000e+00 1.320097462580361558e+01 0.000000000000000000e+00 1.514084981081529868e+01 1.554201076816977967e+01 1.756152438360941304e+01 1.229364036404339267e+01 1.377555363531445742e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.550311268686580135e+01 1.243762935862304175e+01 1.835260259352444479e+01 0.000000000000000000e+00 1.349726026232512766e+01 0.000000000000000000e+00 1.428548959891235981e+01 0.000000000000000000e+00 1.428482023923078259e+01 1.240063049448587940e+01 1.233930391916022096e+01 1.412389883955373726e+01 1.294018385466490528e+01 0.000000000000000000e+00 1.485441160018739737e+01 1.214614418276325480e+01 1.524271719819182103e+01 1.347488969743296217e+01 0.000000000000000000e+00 1.652696132986270428e+01
1.642273177711001608e+01 1.596224239508966214e+01 1.424391630700369404e+01 0.000000000000000000e+00 1.157570982336429388e+01 0.000000000000000000e+00 1.339170763738293068e+01 1.494221347036760505e+01 0.000000000000000000e+00 1.238811728037369519e+01 0.000000000000000000e+00 1.502271838672476889e+01 1.133581271050269557e+01 1.321432688438905423e+01 1.386394391985851016e+01 1.451207842944742055e+01 1.269151240088984878e+01 1.370108814928738461e+01 1.557846081663216964e+01 1.451119205435148984e+01
0.000000000000000000e+00 1.481022218882349328e+01 0.000000000000000000e+00 1.668194705168238201e+01 1.529034113001169004e+01 1.455976635364243776e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.454128517451551517e+01 1.449972566622424708e+01 0.000000000000000000e+00 1.640515262976296285e+01 1.545596612353693899e+01 1.210220766951786509e+01 1.511285080034843098e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.518977053121327181e+01 0.000000000000000000e+00 1.315503295559058472e+01
1.200219730863764234e+01 0.000000000000000000e+00 1.421052100667771789e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.599048411254949187e+01 0.000000000000000000e+00 1.443519436226713104e+01 1.589814523128121948e+01 1.178325024881169547e+01 1.334955281290930706e+01 1.389654326684443042e+01 0.000000000000000000e+00 1.304736931401555822e+01 1.637491824859974443e+01 1.483662208875453814e+01 1.432654826894985156e+01 0.000000000000000000e+00 1.408482574961555756e+01 1.367049996368221265e+01
1.167877621310919878e+01 1.142947718509335608e+01 1.428639384402308821e+01 1.179018121678455344e+01 0.000000000000000000e+00 1.674863111708720709e+01 0.000000000000000000e+00 1.289070626267376163e+01 1.380530261199855246e+01 0.000000000000000000e+00 1.313818035545947360e+01 1.219161503662261303e+01 1.510910570261267694e+01 1.387580181413246905e+01 1.547397877128230803e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.481556947484432740e+01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.495990200954969040e+01 1.647720341309772607e+01 1.315013192012953880e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.444799490500275851e+01 0.000000000000000000e+00 1.605629462602730229e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.486895401089473090e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.389791359174837027e+01 1.352649493989285645e+01 1.484593369419548736e+01 1.619035734596605991e+01 1.410568931557483907e+01 1.392992735543947092e+01
1.266337018555435812e+01 0.000000000000000000e+00 1.370535473318209796e+01 1.241310623076040720e+01 1.383329129019043435e+01 1.464986250562917114e+01 0.000000000000000000e+00 1.504212352732783131e+01 1.192013556034176602e+01 1.671795590179182867e+01 0.000000000000000000e+00 1.389868379828207878e+01 1.226767691403009053e+01 0.000000000000000000e+00 1.511836485542676911e+01 1.585088970062568592e+01 1.354496956797161111e+01 1.564762656671490859e+01 0.000000000000000000e+00 1.346387396621723198e+01
1.385689011787485825e+01 1.499321649170746262e+01 1.466557540114116698e+01 1.499911284001806600e+01 1.523105045215532449e+01 0.000000000000000000e+00 1.452416097612578127e+01 1.526505921974209912e+01 1.403054186663683822e+01 1.361441512043165503e+01 1.709312566904378272e+01 1.584971635088931841e+01 1.389308243100003715e+01 0.000000000000000000e+00 1.518425691851134651e+01 1.133728910703282011e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.423904574328516937e+01 1.529862368546509188e+01
0.000000000000000000e+00 1.368064279310264197e+01 1.340607882209028467e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.226378054555048891e+01 0.000000000000000000e+00 1.399945084788338789e+01 1.465430152571510902e+01 1.149955422421711937e+01 0.000000000000000000e+00 1.348163567611515745e+01 1.401889043556353265e+01 1.469775026585789668e+01 1.296105626130525224e+01 1.423426038074704714e+01 1.203407792687269406e+01 0.000000000000000000e+00 1.393175009385766927e+01 0.000000000000000000e+00
